Transmission Line And Free Space Method 15.1.16021801
Agilent Technologies,N5230C,MY49000690,A.09.42.22

Ch 1
Ports:, 1 & 2
Measurement Model:, Reflection/Transmission Mu and Epsilon
Sample Holder Type:, Waveguide
Cutoff Frequency:, 6.560010 GHz
Sample Holder Length:, 9.700000 mm
Distance to Sample:, 0.000000 mm
Sample Thickness:, 2.300000 mm
IFBW:, 300.000000 Hz
Power:, 0.000000 dBm
Date:,"Friday, January 01, 1988 03:02:12"
frequency(GHz),e',e'',u',u''
        10.5756,   3.8920,   0.1049,   1.0484,   0.0055
        10.5783,   3.8844,   0.1110,   1.0364,   0.0051
        10.5809,   3.8918,   0.1140,   1.0522,   0.0110
        10.5835,   3.8880,   0.1128,   1.0464,   0.0119
        10.5861,   3.8859,   0.1150,   1.0512,   0.0094
        10.5887,   3.8941,   0.1141,   1.0494,   0.0119
        10.5914,   3.8928,   0.1151,   1.0444,   0.0077
        10.5940,   3.8880,   0.1120,   1.0493,   0.0103
        10.5966,   3.8910,   0.1086,   1.0487,   0.0094
        10.5993,   3.8938,   0.1123,   1.0471,   0.0079
        10.6019,   3.8925,   0.1083,   1.0475,   0.0117
        10.6045,   3.8916,   0.1126,   1.0532,   0.0075
        10.6071,   3.8903,   0.1085,   1.0525,   0.0114
        10.6098,   3.8918,   0.1160,   1.0511,   0.0082
        10.6124,   3.8888,   0.1145,   1.0534,   0.0091
        10.6150,   3.8888,   0.1149,   1.0515,   0.0128
        10.6176,   3.8926,   0.1114,   1.0508,   0.0120
        10.6203,   3.8922,   0.1080,   1.0512,   0.0062
        10.6229,   3.8936,   0.1097,   1.0579,   0.0082
        10.6255,   3.8909,   0.1045,   1.0538,   0.0110
        10.6281,   3.8861,   0.1063,   1.0505,   0.0130
        10.6308,   3.8822,   0.1180,   1.0545,   0.0169
        10.6334,   3.9003,   0.1128,   1.0488,   0.0118
        10.6360,   3.8937,   0.1091,   1.0547,   0.0078
        10.6386,   3.8845,   0.1060,   1.0479,   0.0076
        10.6412,   3.8886,   0.1116,   1.0499,   0.0145
        10.6439,   3.8839,   0.1085,   1.0492,   0.0150
        10.6465,   3.8933,   0.1070,   1.0528,   0.0111
        10.6491,   3.8928,   0.1040,   1.0544,   0.0110
        10.6518,   3.8923,   0.1117,   1.0543,   0.0171
        10.6544,   3.8834,   0.1100,   1.0449,   0.0124
        10.6570,   3.8914,   0.1076,   1.0509,   0.0083
        10.6596,   3.8843,   0.1050,   1.0489,   0.0081
        10.6623,   3.8858,   0.1150,   1.0544,   0.0179
        10.6649,   3.8895,   0.1043,   1.0534,   0.0096
        10.6675,   3.8974,   0.1064,   1.0599,   0.0122
        10.6701,   3.8932,   0.1092,   1.0530,   0.0150
        10.6728,   3.8947,   0.1127,   1.0533,   0.0150
        10.6754,   3.8864,   0.1061,   1.0506,   0.0067
        10.6780,   3.8881,   0.1042,   1.0519,   0.0123
        10.6806,   3.8924,   0.1084,   1.0532,   0.0186
        10.6832,   3.8938,   0.1059,   1.0592,   0.0149
        10.6859,   3.8942,   0.1116,   1.0536,   0.0173
        10.6885,   3.8887,   0.1081,   1.0506,   0.0124
        10.6911,   3.8896,   0.1087,   1.0550,   0.0120
        10.6938,   3.8889,   0.1068,   1.0516,   0.0156
        10.6964,   3.8912,   0.1106,   1.0559,   0.0186
        10.6990,   3.8904,   0.1053,   1.0516,   0.0154
        10.7016,   3.8936,   0.1097,   1.0554,   0.0143
        10.7043,   3.8882,   0.1091,   1.0552,   0.0192
        10.7069,   3.8906,   0.1102,   1.0581,   0.0219
        10.7095,   3.8893,   0.1113,   1.0539,   0.0143
        10.7121,   3.8855,   0.1057,   1.0541,   0.0172
        10.7148,   3.8901,   0.1065,   1.0563,   0.0150
        10.7174,   3.8956,   0.1074,   1.0576,   0.0201
        10.7200,   3.8916,   0.1004,   1.0504,   0.0099
        10.7226,   3.8858,   0.1072,   1.0504,   0.0174
        10.7253,   3.8876,   0.1090,   1.0543,   0.0209
        10.7279,   3.8868,   0.1031,   1.0566,   0.0161
        10.7305,   3.8855,   0.1037,   1.0557,   0.0184
        10.7331,   3.8919,   0.1135,   1.0581,   0.0258
        10.7357,   3.8914,   0.1070,   1.0570,   0.0224
        10.7384,   3.8910,   0.0990,   1.0564,   0.0172
        10.7410,   3.8880,   0.0991,   1.0530,   0.0158
        10.7436,   3.8885,   0.1132,   1.0544,   0.0267
        10.7463,   3.8955,   0.0944,   1.0597,   0.0104
        10.7489,   3.8916,   0.1010,   1.0587,   0.0179
        10.7515,   3.8946,   0.1064,   1.0604,   0.0237
        10.7541,   3.8868,   0.1163,   1.0530,   0.0326
        10.7568,   3.8883,   0.1028,   1.0531,   0.0185
        10.7594,   3.8901,   0.1038,   1.0596,   0.0240
        10.7620,   3.8929,   0.1112,   1.0549,   0.0306
        10.7646,   3.8911,   0.1084,   1.0553,   0.0234
        10.7673,   3.8952,   0.1015,   1.0581,   0.0209
        10.7699,   3.8910,   0.1040,   1.0553,   0.0250
        10.7725,   3.8885,   0.1041,   1.0527,   0.0240
        10.7751,   3.8940,   0.1041,   1.0577,   0.0246
        10.7777,   3.8931,   0.1018,   1.0540,   0.0245
        10.7804,   3.8880,   0.1056,   1.0524,   0.0259
        10.7830,   3.8888,   0.1056,   1.0525,   0.0287
        10.7856,   3.8891,   0.1032,   1.0536,   0.0275
        10.7883,   3.8882,   0.1025,   1.0512,   0.0282
        10.7909,   3.8892,   0.1035,   1.0527,   0.0300
        10.7935,   3.8916,   0.1075,   1.0536,   0.0323
        10.7961,   3.8893,   0.1020,   1.0481,   0.0272
        10.7988,   3.8892,   0.1052,   1.0507,   0.0309
        10.8014,   3.8954,   0.1043,   1.0579,   0.0314
        10.8040,   3.8953,   0.1023,   1.0571,   0.0290
        10.8066,   3.8872,   0.1029,   1.0440,   0.0320
        10.8093,   3.8858,   0.1088,   1.0424,   0.0350
        10.8119,   3.8933,   0.1005,   1.0552,   0.0290
        10.8145,   3.8922,   0.1011,   1.0501,   0.0333
        10.8171,   3.8892,   0.1103,   1.0476,   0.0406
        10.8198,   3.8991,   0.1005,   1.0556,   0.0289
        10.8224,   3.8828,   0.1045,   1.0350,   0.0375
        10.8250,   3.8944,   0.0996,   1.0486,   0.0268
        10.8276,   3.8941,   0.1105,   1.0488,   0.0428
        10.8302,   3.8891,   0.1009,   1.0413,   0.0317
        10.8329,   3.8898,   0.1018,   1.0432,   0.0318
        10.8355,   3.8906,   0.1041,   1.0421,   0.0399
        10.8381,   3.8978,   0.1034,   1.0479,   0.0341
        10.8408,   3.8976,   0.1081,   1.0442,   0.0392
        10.8434,   3.8935,   0.1027,   1.0423,   0.0338
        10.8460,   3.9001,   0.1023,   1.0472,   0.0326
        10.8486,   3.8987,   0.1030,   1.0482,   0.0332
        10.8513,   3.8962,   0.1007,   1.0431,   0.0349
        10.8539,   3.9009,   0.1039,   1.0441,   0.0355
        10.8565,   3.8945,   0.1022,   1.0381,   0.0345
        10.8591,   3.8967,   0.1040,   1.0379,   0.0367
        10.8618,   3.8994,   0.1023,   1.0385,   0.0345
        10.8644,   3.8991,   0.0999,   1.0400,   0.0319
        10.8670,   3.8974,   0.1033,   1.0345,   0.0326
        10.8696,   3.8962,   0.1069,   1.0352,   0.0399
        10.8722,   3.9014,   0.1024,   1.0374,   0.0380
        10.8749,   3.9047,   0.1009,   1.0388,   0.0306
        10.8775,   3.9041,   0.1086,   1.0358,   0.0343
        10.8801,   3.9043,   0.0958,   1.0330,   0.0275
        10.8828,   3.8978,   0.0995,   1.0328,   0.0313
        10.8854,   3.9065,   0.0974,   1.0378,   0.0283
        10.8880,   3.9014,   0.1120,   1.0358,   0.0343
        10.8906,   3.9019,   0.0988,   1.0301,   0.0247
        10.8933,   3.9097,   0.1089,   1.0343,   0.0361
        10.8959,   3.8994,   0.1038,   1.0295,   0.0316
        10.8985,   3.9000,   0.1039,   1.0263,   0.0253
        10.9011,   3.9024,   0.1007,   1.0277,   0.0260
        10.9038,   3.9083,   0.1114,   1.0301,   0.0323
        10.9064,   3.8974,   0.1092,   1.0223,   0.0305
        10.9090,   3.9061,   0.1019,   1.0283,   0.0241
        10.9116,   3.9106,   0.1110,   1.0323,   0.0315
        10.9142,   3.9026,   0.1111,   1.0277,   0.0289
        10.9169,   3.9022,   0.1064,   1.0245,   0.0296
        10.9195,   3.9040,   0.0984,   1.0302,   0.0227
        10.9221,   3.9087,   0.1059,   1.0271,   0.0256
        10.9248,   3.9075,   0.1033,   1.0252,   0.0244
        10.9274,   3.9032,   0.1061,   1.0228,   0.0243
        10.9300,   3.9061,   0.1074,   1.0241,   0.0232
        10.9326,   3.9023,   0.1063,   1.0250,   0.0264
        10.9353,   3.9020,   0.1042,   1.0257,   0.0191
        10.9379,   3.9088,   0.1075,   1.0291,   0.0245
        10.9405,   3.9040,   0.1037,   1.0253,   0.0256
        10.9431,   3.9055,   0.1066,   1.0222,   0.0234
        10.9458,   3.9055,   0.1079,   1.0254,   0.0207
        10.9484,   3.9048,   0.1107,   1.0252,   0.0221
        10.9510,   3.9037,   0.1135,   1.0234,   0.0269
        10.9536,   3.9069,   0.1060,   1.0269,   0.0187
        10.9563,   3.9072,   0.1118,   1.0284,   0.0252
        10.9589,   3.9049,   0.1073,   1.0240,   0.0207
        10.9615,   3.9024,   0.1110,   1.0253,   0.0230
        10.9641,   3.9056,   0.1045,   1.0217,   0.0166
        10.9667,   3.9012,   0.1067,   1.0203,   0.0192
        10.9694,   3.9035,   0.1108,   1.0236,   0.0206
        10.9720,   3.9033,   0.1044,   1.0230,   0.0089
        10.9746,   3.9103,   0.0998,   1.0311,   0.0152
        10.9773,   3.9071,   0.1090,   1.0299,   0.0159
        10.9799,   3.9072,   0.1042,   1.0305,   0.0146
        10.9825,   3.9031,   0.1181,   1.0211,   0.0240
        10.9851,   3.9058,   0.1107,   1.0261,   0.0193
        10.9878,   3.9137,   0.1115,   1.0376,   0.0136
        10.9904,   3.9045,   0.1134,   1.0260,   0.0190
        10.9930,   3.9115,   0.1078,   1.0317,   0.0135
        10.9956,   3.8992,   0.1127,   1.0210,   0.0173
        10.9983,   3.9011,   0.1074,   1.0193,   0.0117
        11.0009,   3.9035,   0.1139,   1.0234,   0.0171
        11.0035,   3.8962,   0.1105,   1.0203,   0.0076
        11.0061,   3.9053,   0.1093,   1.0249,   0.0125
        11.0087,   3.8997,   0.1119,   1.0296,   0.0152
        11.0114,   3.9021,   0.1174,   1.0274,   0.0192
        11.0140,   3.8986,   0.1122,   1.0291,   0.0177
        11.0166,   3.8995,   0.1149,   1.0255,   0.0171
        11.0193,   3.9008,   0.1077,   1.0232,   0.0101
        11.0219,   3.9033,   0.1112,   1.0282,   0.0115
        11.0245,   3.8990,   0.1162,   1.0308,   0.0145
        11.0271,   3.9053,   0.1100,   1.0245,   0.0119
        11.0298,   3.9054,   0.1147,   1.0262,   0.0122
        11.0324,   3.8951,   0.1113,   1.0263,   0.0112
        11.0350,   3.9029,   0.1203,   1.0257,   0.0140
        11.0376,   3.9033,   0.1123,   1.0252,   0.0080
        11.0403,   3.8949,   0.1172,   1.0318,   0.0108
        11.0429,   3.9035,   0.1059,   1.0253,   0.0146
        11.0455,   3.9086,   0.1092,   1.0259,   0.0123
        11.0481,   3.9009,   0.1101,   1.0277,   0.0114
        11.0508,   3.9038,   0.1151,   1.0289,   0.0129
        11.0534,   3.8883,   0.1116,   1.0271,   0.0058
        11.0560,   3.8986,   0.1139,   1.0245,   0.0108
        11.0586,   3.8987,   0.1162,   1.0302,   0.0105
        11.0612,   3.9090,   0.1106,   1.0265,   0.0131
        11.0639,   3.9020,   0.1154,   1.0282,   0.0175
        11.0665,   3.8952,   0.1081,   1.0232,   0.0150
        11.0691,   3.9017,   0.1135,   1.0252,   0.0080
        11.0718,   3.9007,   0.1149,   1.0279,   0.0109
        11.0744,   3.8987,   0.1059,   1.0272,   0.0008
        11.0770,   3.9011,   0.1259,   1.0248,   0.0131
        11.0796,   3.9058,   0.1103,   1.0351,   0.0134
        11.0823,   3.9014,   0.1136,   1.0265,   0.0076
        11.0849,   3.9028,   0.1120,   1.0344,   0.0080
        11.0875,   3.9030,   0.1087,   1.0314,   0.0141
        11.0901,   3.9011,   0.1123,   1.0265,   0.0096
        11.0928,   3.9055,   0.1134,   1.0287,   0.0102
        11.0954,   3.9056,   0.1109,   1.0315,   0.0107
        11.0980,   3.8956,   0.1100,   1.0311,   0.0095
        11.1006,   3.8999,   0.1117,   1.0327,   0.0104
        11.1032,   3.9036,   0.1152,   1.0310,   0.0100
        11.1059,   3.8997,   0.1129,   1.0340,   0.0084
        11.1085,   3.8984,   0.1131,   1.0318,   0.0114
        11.1111,   3.9007,   0.1129,   1.0321,   0.0125
        11.1138,   3.9004,   0.1121,   1.0290,   0.0098
        11.1164,   3.9030,   0.1196,   1.0331,   0.0096
        11.1190,   3.9013,   0.1127,   1.0364,   0.0105
        11.1216,   3.9007,   0.1101,   1.0309,   0.0106
        11.1243,   3.9004,   0.1100,   1.0336,   0.0071
        11.1269,   3.8999,   0.1089,   1.0295,   0.0077
        11.1295,   3.9030,   0.1176,   1.0314,   0.0086
        11.1321,   3.9013,   0.1111,   1.0288,   0.0034
        11.1348,   3.8967,   0.1152,   1.0283,   0.0094
        11.1374,   3.9032,   0.1200,   1.0353,   0.0103
        11.1400,   3.8984,   0.1105,   1.0331,   0.0080
        11.1426,   3.9004,   0.1132,   1.0357,   0.0103
        11.1453,   3.9066,   0.1170,   1.0266,   0.0087
        11.1479,   3.8976,   0.1104,   1.0263,   0.0097
        11.1505,   3.8956,   0.1111,   1.0331,   0.0042
        11.1531,   3.9026,   0.1166,   1.0299,   0.0096
        11.1557,   3.8999,   0.1161,   1.0304,   0.0105
        11.1584,   3.9011,   0.1139,   1.0321,   0.0096
        11.1610,   3.9009,   0.1123,   1.0305,   0.0098
        11.1636,   3.8989,   0.1125,   1.0324,   0.0080
        11.1663,   3.9014,   0.1155,   1.0352,   0.0141
        11.1689,   3.9034,   0.1106,   1.0310,   0.0159
        11.1715,   3.9023,   0.1171,   1.0298,   0.0114
        11.1741,   3.9010,   0.1152,   1.0364,   0.0069
        11.1768,   3.9019,   0.1192,   1.0346,   0.0015
        11.1794,   3.9024,   0.1176,   1.0339,   0.0054
        11.1820,   3.9013,   0.1181,   1.0289,   0.0069
        11.1846,   3.9028,   0.1157,   1.0306,   0.0105
        11.1873,   3.9054,   0.1166,   1.0321,   0.0043
        11.1899,   3.9042,   0.1152,   1.0318,   0.0073
        11.1925,   3.8983,   0.1177,   1.0356,   0.0086
        11.1951,   3.9008,   0.1191,   1.0315,   0.0110
        11.1977,   3.8991,   0.1150,   1.0290,   0.0079
        11.2004,   3.8996,   0.1172,   1.0316,   0.0078
        11.2030,   3.8993,   0.1187,   1.0304,   0.0086
        11.2056,   3.9062,   0.1074,   1.0319,   0.0022
        11.2083,   3.9016,   0.1122,   1.0296,   0.0088
        11.2109,   3.9029,   0.1213,   1.0303,   0.0074
        11.2135,   3.9006,   0.1083,   1.0321,   0.0065
        11.2161,   3.9007,   0.1245,   1.0294,   0.0072
        11.2188,   3.9006,   0.1188,   1.0306,   0.0138
        11.2214,   3.8918,   0.1108,   1.0345,   0.0032
        11.2240,   3.9010,   0.1144,   1.0346,   0.0069
        11.2266,   3.9043,   0.1129,   1.0320,   0.0036
        11.2293,   3.9036,   0.1174,   1.0295,   0.0057
        11.2319,   3.8912,   0.1237,   1.0329,   0.0070
        11.2345,   3.8923,   0.1141,   1.0297,   0.0034
        11.2371,   3.9049,   0.1036,   1.0404,   0.0053
        11.2398,   3.8918,   0.1155,   1.0307,   0.0016
        11.2424,   3.9073,   0.1196,   1.0276,   0.0125
        11.2450,   3.8999,   0.1098,   1.0381,   0.0104
        11.2476,   3.8968,   0.1183,   1.0292,   0.0066
        11.2502,   3.8999,   0.1146,   1.0310,   0.0052
        11.2529,   3.9004,   0.1146,   1.0348,   0.0077
        11.2555,   3.9036,   0.1118,   1.0313,   0.0117
        11.2581,   3.8958,   0.1129,   1.0318,   0.0049
        11.2608,   3.8998,   0.1143,   1.0349,   0.0063
        11.2634,   3.9014,   0.1061,   1.0345,   0.0113
        11.2660,   3.8975,   0.1112,   1.0361,   0.0124
        11.2686,   3.9005,   0.1120,   1.0310,   0.0109
        11.2713,   3.9009,   0.1078,   1.0313,   0.0085
        11.2739,   3.8966,   0.1133,   1.0331,   0.0092
        11.2765,   3.8996,   0.1145,   1.0315,   0.0097
        11.2791,   3.8970,   0.1160,   1.0357,   0.0075
        11.2818,   3.9009,   0.1136,   1.0339,   0.0080
        11.2844,   3.8992,   0.1102,   1.0334,   0.0100
        11.2870,   3.8987,   0.1163,   1.0349,   0.0111
        11.2896,   3.8905,   0.1122,   1.0309,   0.0125
        11.2922,   3.9020,   0.1117,   1.0359,   0.0097
        11.2949,   3.9036,   0.1158,   1.0337,   0.0078
        11.2975,   3.9062,   0.1157,   1.0388,   0.0074
        11.3001,   3.9145,   0.1192,   1.0330,   0.0124
        11.3028,   3.9082,   0.1225,   1.0379,   0.0146
        11.3054,   3.8968,   0.1033,   1.0352,   0.0028
        11.3080,   3.8988,   0.1185,   1.0319,   0.0115
        11.3106,   3.8971,   0.1198,   1.0317,   0.0171
        11.3133,   3.9039,   0.1098,   1.0336,   0.0042
        11.3159,   3.9031,   0.1051,   1.0380,   0.0050
        11.3185,   3.8998,   0.1125,   1.0357,   0.0078
        11.3211,   3.8984,   0.1187,   1.0268,   0.0065
        11.3238,   3.8981,   0.1198,   1.0343,   0.0118
        11.3264,   3.9005,   0.1179,   1.0274,   0.0087
        11.3290,   3.8910,   0.1203,   1.0310,   0.0044
        11.3316,   3.8971,   0.1142,   1.0360,   0.0069
        11.3343,   3.9031,   0.1115,   1.0283,   0.0129
        11.3369,   3.8979,   0.1215,   1.0350,   0.0043
        11.3395,   3.8966,   0.1135,   1.0362,   0.0082
        11.3421,   3.8972,   0.1180,   1.0408,   0.0055
        11.3447,   3.8979,   0.1110,   1.0338,   0.0133
        11.3474,   3.9008,   0.1185,   1.0319,   0.0044
        11.3500,   3.9023,   0.1141,   1.0310,   0.0032
        11.3526,   3.8981,   0.1130,   1.0335,   0.0110
        11.3553,   3.9004,   0.1187,   1.0350,   0.0099
        11.3579,   3.9026,   0.1176,   1.0387,   0.0030
        11.3605,   3.9055,   0.1122,   1.0317,   0.0041
        11.3631,   3.8932,   0.1127,   1.0320,   0.0033
        11.3658,   3.9094,   0.1206,   1.0392,   0.0068
        11.3684,   3.8949,   0.1109,   1.0303,   0.0043
        11.3710,   3.9026,   0.1180,   1.0376,   0.0045
        11.3736,   3.9004,   0.1096,   1.0346,   0.0003
        11.3763,   3.8979,   0.1165,   1.0376,   0.0061
        11.3789,   3.9057,   0.1138,   1.0357,   0.0043
        11.3815,   3.8981,   0.1111,   1.0401,   0.0022
        11.3841,   3.8970,   0.1225,   1.0388,   0.0068
        11.3867,   3.8988,   0.1084,   1.0334,   0.0063
        11.3894,   3.9007,   0.1110,   1.0361,   0.0011
        11.3920,   3.9049,   0.1188,   1.0353,   0.0087
        11.3946,   3.8995,   0.1133,   1.0361,   0.0050
        11.3973,   3.8979,   0.1059,   1.0356,  -0.0007
        11.3999,   3.8917,   0.1149,   1.0344,   0.0049
        11.4025,   3.8925,   0.1165,   1.0332,   0.0044
        11.4051,   3.8986,   0.1124,   1.0349,   0.0040
        11.4078,   3.9041,   0.1104,   1.0370,   0.0023
        11.4104,   3.9025,   0.1132,   1.0386,   0.0050
        11.4130,   3.8944,   0.1095,   1.0392,   0.0066
        11.4156,   3.8920,   0.1139,   1.0291,   0.0035
        11.4183,   3.9023,   0.1157,   1.0328,   0.0054
        11.4209,   3.8949,   0.1137,   1.0382,   0.0079
        11.4235,   3.9022,   0.1144,   1.0376,   0.0093
        11.4261,   3.8965,   0.1136,   1.0356,   0.0097
        11.4288,   3.8990,   0.1131,   1.0386,   0.0099
        11.4314,   3.9023,   0.1148,   1.0380,   0.0062
        11.4340,   3.8999,   0.1157,   1.0376,   0.0101
        11.4366,   3.9050,   0.1165,   1.0376,   0.0090
        11.4392,   3.9008,   0.1160,   1.0374,   0.0077
        11.4419,   3.9036,   0.1201,   1.0397,   0.0088
        11.4445,   3.8986,   0.1143,   1.0361,   0.0109
        11.4471,   3.9027,   0.1153,   1.0374,   0.0079
        11.4498,   3.9070,   0.1156,   1.0382,   0.0058
        11.4524,   3.9019,   0.1081,   1.0330,   0.0047
        11.4550,   3.9050,   0.1140,   1.0368,   0.0063
        11.4576,   3.9061,   0.1200,   1.0372,   0.0072
        11.4603,   3.9004,   0.1162,   1.0369,   0.0108
        11.4629,   3.8935,   0.1177,   1.0318,   0.0105
        11.4655,   3.9021,   0.1148,   1.0359,   0.0071
        11.4681,   3.8991,   0.1182,   1.0348,   0.0049
        11.4708,   3.9050,   0.1157,   1.0368,   0.0064
        11.4734,   3.9019,   0.1176,   1.0343,   0.0106
        11.4760,   3.9061,   0.1206,   1.0385,   0.0095
        11.4786,   3.9037,   0.1097,   1.0347,  -0.0028
        11.4812,   3.9015,   0.1129,   1.0420,   0.0074
        11.4839,   3.9007,   0.1161,   1.0330,   0.0066
        11.4865,   3.8971,   0.1190,   1.0381,   0.0062
        11.4891,   3.9019,   0.1074,   1.0418,   0.0027
        11.4918,   3.8930,   0.1177,   1.0305,   0.0041
        11.4944,   3.8993,   0.1147,   1.0341,   0.0099
        11.4970,   3.9019,   0.1211,   1.0354,   0.0118
        11.4996,   3.8999,   0.1150,   1.0364,   0.0037
        11.5023,   3.8979,   0.1186,   1.0322,   0.0075
        11.5049,   3.8934,   0.1199,   1.0336,  -0.0011
        11.5075,   3.8963,   0.1176,   1.0353,   0.0084
        11.5101,   3.8941,   0.1147,   1.0376,   0.0042
        11.5128,   3.8956,   0.1174,   1.0411,   0.0091
        11.5154,   3.8947,   0.1147,   1.0357,   0.0098
        11.5180,   3.9004,   0.1129,   1.0347,   0.0036
        11.5206,   3.8945,   0.1169,   1.0376,   0.0053
        11.5233,   3.9022,   0.1195,   1.0380,   0.0051
        11.5259,   3.9019,   0.1202,   1.0401,   0.0040
        11.5285,   3.8929,   0.1173,   1.0395,   0.0078
        11.5311,   3.8988,   0.1213,   1.0393,   0.0096
        11.5338,   3.8968,   0.1170,   1.0357,   0.0043
        11.5364,   3.8889,   0.1162,   1.0347,   0.0058
        11.5390,   3.9040,   0.1119,   1.0382,   0.0050
        11.5416,   3.8926,   0.1208,   1.0369,   0.0051
        11.5443,   3.9047,   0.1181,   1.0417,   0.0034
        11.5469,   3.8944,   0.1132,   1.0381,   0.0081
        11.5495,   3.9008,   0.1205,   1.0367,   0.0062
        11.5521,   3.8922,   0.1137,   1.0323,   0.0088
        11.5548,   3.8889,   0.1164,   1.0309,   0.0042
        11.5574,   3.8937,   0.1153,   1.0345,   0.0064
        11.5600,   3.9062,   0.1078,   1.0423,  -0.0038
        11.5626,   3.8935,   0.1258,   1.0363,   0.0131
        11.5653,   3.8989,   0.1204,   1.0376,   0.0053
        11.5679,   3.8963,   0.1234,   1.0414,   0.0111
        11.5705,   3.8983,   0.1192,   1.0377,   0.0086
        11.5731,   3.9002,   0.1211,   1.0401,   0.0086
        11.5757,   3.8934,   0.1252,   1.0337,   0.0109
        11.5784,   3.9003,   0.1167,   1.0428,   0.0075
        11.5810,   3.9059,   0.1182,   1.0423,   0.0092
        11.5836,   3.9041,   0.1197,   1.0400,   0.0058
        11.5863,   3.9004,   0.1157,   1.0359,   0.0042
        11.5889,   3.9049,   0.1204,   1.0410,   0.0069
        11.5915,   3.8994,   0.1139,   1.0384,   0.0052
        11.5941,   3.8996,   0.1154,   1.0370,   0.0077
        11.5968,   3.8992,   0.1160,   1.0378,   0.0073
        11.5994,   3.9028,   0.1132,   1.0411,   0.0044
        11.6020,   3.8974,   0.1156,   1.0349,   0.0047
        11.6046,   3.9026,   0.1180,   1.0405,   0.0076
        11.6073,   3.9017,   0.1129,   1.0388,   0.0050
        11.6099,   3.9010,   0.1162,   1.0372,   0.0074
        11.6125,   3.9033,   0.1174,   1.0404,   0.0067
        11.6151,   3.9039,   0.1168,   1.0389,   0.0065
        11.6177,   3.9011,   0.1183,   1.0391,   0.0056
        11.6204,   3.8985,   0.1150,   1.0355,   0.0068
        11.6230,   3.8995,   0.1100,   1.0342,   0.0005
        11.6256,   3.8966,   0.1215,   1.0350,   0.0115
        11.6283,   3.8970,   0.1174,   1.0330,   0.0058
        11.6309,   3.9000,   0.1076,   1.0357,  -0.0026
        11.6335,   3.9068,   0.1127,   1.0439,   0.0014
        11.6361,   3.8938,   0.1192,   1.0331,   0.0086
        11.6388,   3.8977,   0.1143,   1.0360,   0.0045
        11.6414,   3.9048,   0.1197,   1.0437,   0.0065
        11.6440,   3.8962,   0.1183,   1.0364,   0.0067
        11.6466,   3.9010,   0.1131,   1.0396,   0.0016
        11.6493,   3.8933,   0.1205,   1.0323,   0.0106
        11.6519,   3.9028,   0.1131,   1.0390,   0.0032
        11.6545,   3.8969,   0.1166,   1.0359,   0.0070
        11.6571,   3.8976,   0.1162,   1.0353,   0.0036
        11.6598,   3.8977,   0.1196,   1.0345,   0.0091
        11.6624,   3.8984,   0.1183,   1.0353,   0.0049
        11.6650,   3.8973,   0.1147,   1.0370,   0.0035
        11.6676,   3.8994,   0.1175,   1.0382,   0.0017
        11.6702,   3.9039,   0.1160,   1.0399,   0.0051
        11.6729,   3.8990,   0.1162,   1.0370,   0.0051
        11.6755,   3.8982,   0.1163,   1.0364,   0.0056
        11.6781,   3.8983,   0.1148,   1.0371,   0.0046
        11.6808,   3.8980,   0.1181,   1.0375,   0.0053
        11.6834,   3.9013,   0.1193,   1.0392,   0.0049
        11.6860,   3.9016,   0.1219,   1.0389,   0.0099
        11.6886,   3.9025,   0.1181,   1.0391,   0.0062
        11.6913,   3.8983,   0.1181,   1.0358,   0.0057
        11.6939,   3.8998,   0.1156,   1.0359,   0.0048
        11.6965,   3.9005,   0.1159,   1.0369,   0.0053
        11.6991,   3.8965,   0.1156,   1.0351,   0.0057
        11.7018,   3.8975,   0.1158,   1.0355,   0.0054
        11.7044,   3.9014,   0.1227,   1.0380,   0.0090
        11.7070,   3.9020,   0.1124,   1.0406,   0.0005
        11.7096,   3.8985,   0.1157,   1.0350,   0.0043
        11.7122,   3.8999,   0.1245,   1.0376,   0.0121
        11.7149,   3.8976,   0.1104,   1.0374,   0.0027
        11.7175,   3.9003,   0.1213,   1.0382,   0.0080
        11.7201,   3.8981,   0.1209,   1.0378,   0.0088
        11.7228,   3.8980,   0.1279,   1.0375,   0.0113
        11.7254,   3.8930,   0.1186,   1.0364,   0.0054
        11.7280,   3.9047,   0.1151,   1.0420,   0.0034
        11.7306,   3.9028,   0.1118,   1.0365,   0.0016
        11.7333,   3.9063,   0.1126,   1.0426,   0.0021
        11.7359,   3.8957,   0.1202,   1.0313,   0.0085
        11.7385,   3.9055,   0.1099,   1.0404,   0.0010
        11.7411,   3.9025,   0.1234,   1.0392,   0.0088
        11.7438,   3.9028,   0.1165,   1.0379,   0.0013
        11.7464,   3.9018,   0.1212,   1.0376,   0.0082
        11.7490,   3.9024,   0.1207,   1.0387,   0.0073
        11.7516,   3.9016,   0.1163,   1.0398,   0.0073
        11.7543,   3.9003,   0.1215,   1.0337,   0.0067
        11.7569,   3.9007,   0.1174,   1.0387,   0.0074
        11.7595,   3.8980,   0.1172,   1.0377,   0.0045
        11.7621,   3.8989,   0.1204,   1.0392,   0.0053
        11.7647,   3.8999,   0.1177,   1.0376,   0.0034
        11.7674,   3.9014,   0.1215,   1.0384,   0.0035
        11.7700,   3.8996,   0.1196,   1.0392,   0.0059
        11.7726,   3.8926,   0.1180,   1.0378,   0.0066
