Transmission Line And Free Space Method 15.1.16021801
Agilent Technologies,N5230C,MY49000690,A.09.42.22

Ch 1
Ports:, 1 & 2
Measurement Model:, Reflection/Transmission Mu and Epsilon
Sample Holder Type:, Waveguide
Cutoff Frequency:, 9.487103 GHz
Sample Holder Length:, 6.500000 mm
Distance to Sample:, 0.000000 mm
Sample Thickness:, 2.000000 mm
IFBW:, 300.000000 Hz
Power:, 0.000000 dBm
Date:,"Friday, January 01, 1988 04:04:08"
frequency(GHz),e',e'',u',u''
        15.5185,   4.6513,   0.1724,   0.9998,   0.0019
        15.5220,   4.6428,   0.1729,   0.9961,   0.0006
        15.5255,   4.6529,   0.1698,   1.0002,  -0.0003
        15.5290,   4.6467,   0.1809,   0.9987,   0.0048
        15.5325,   4.6524,   0.1575,   0.9957,  -0.0048
        15.5360,   4.6535,   0.1617,   0.9990,  -0.0010
        15.5395,   4.6393,   0.1761,   0.9972,   0.0042
        15.5430,   4.6492,   0.1617,   0.9972,  -0.0027
        15.5465,   4.6497,   0.1686,   0.9979,  -0.0014
        15.5500,   4.6504,   0.1671,   0.9985,   0.0006
        15.5535,   4.6435,   0.1716,   0.9985,   0.0011
        15.5570,   4.6522,   0.1695,   0.9992,   0.0022
        15.5605,   4.6511,   0.1662,   0.9982,  -0.0002
        15.5640,   4.6501,   0.1681,   0.9969,  -0.0019
        15.5675,   4.6501,   0.1756,   1.0011,   0.0009
        15.5710,   4.6476,   0.1625,   1.0001,  -0.0007
        15.5745,   4.6336,   0.1695,   0.9942,  -0.0029
        15.5780,   4.6461,   0.1734,   0.9949,  -0.0024
        15.5815,   4.6425,   0.1546,   1.0004,  -0.0060
        15.5850,   4.6415,   0.1761,   0.9974,   0.0011
        15.5885,   4.6350,   0.1749,   0.9953,  -0.0009
        15.5920,   4.6669,   0.1641,   1.0030,  -0.0042
        15.5955,   4.6338,   0.1505,   0.9962,  -0.0078
        15.5990,   4.6537,   0.1782,   1.0007,   0.0022
        15.6025,   4.6556,   0.1639,   0.9999,   0.0015
        15.6060,   4.6433,   0.1714,   1.0006,   0.0029
        15.6095,   4.6467,   0.1599,   1.0003,  -0.0030
        15.6130,   4.6407,   0.1795,   1.0003,   0.0017
        15.6165,   4.6471,   0.1913,   1.0003,   0.0069
        15.6200,   4.6526,   0.1667,   1.0030,   0.0008
        15.6235,   4.6454,   0.1635,   0.9982,  -0.0030
        15.6270,   4.6420,   0.1781,   0.9979,  -0.0004
        15.6305,   4.6471,   0.1646,   0.9994,   0.0003
        15.6340,   4.6394,   0.1675,   0.9996,  -0.0024
        15.6375,   4.6384,   0.1700,   0.9992,   0.0025
        15.6410,   4.6504,   0.1678,   0.9985,  -0.0008
        15.6445,   4.6417,   0.1612,   1.0017,  -0.0015
        15.6480,   4.6355,   0.1518,   0.9999,   0.0014
        15.6515,   4.6400,   0.1539,   0.9973,  -0.0060
        15.6550,   4.6261,   0.1638,   0.9962,  -0.0001
        15.6585,   4.6484,   0.1718,   1.0001,   0.0034
        15.6620,   4.6533,   0.1669,   1.0047,   0.0047
        15.6655,   4.6441,   0.1679,   1.0044,   0.0028
        15.6690,   4.6405,   0.1515,   1.0024,  -0.0018
        15.6725,   4.6470,   0.1398,   0.9992,  -0.0041
        15.6760,   4.6433,   0.1659,   1.0002,   0.0021
        15.6795,   4.6312,   0.1569,   0.9971,  -0.0007
        15.6830,   4.6380,   0.1792,   0.9940,   0.0052
        15.6865,   4.6277,   0.1578,   0.9878,   0.0028
        15.6900,   4.6423,   0.1560,   1.0019,  -0.0045
        15.6935,   4.6423,   0.1614,   0.9987,   0.0048
        15.6970,   4.6393,   0.1471,   0.9979,   0.0007
        15.7005,   4.6409,   0.1635,   1.0002,   0.0059
        15.7040,   4.6368,   0.1651,   1.0024,  -0.0019
        15.7075,   4.6427,   0.1657,   1.0008,   0.0052
        15.7110,   4.6410,   0.1667,   0.9974,   0.0031
        15.7145,   4.6407,   0.1496,   0.9990,   0.0033
        15.7180,   4.6366,   0.1630,   1.0014,   0.0052
        15.7215,   4.6410,   0.1612,   0.9973,  -0.0004
        15.7250,   4.6402,   0.1605,   0.9979,  -0.0012
        15.7285,   4.6492,   0.1558,   0.9940,  -0.0050
        15.7320,   4.6400,   0.1664,   0.9997,   0.0008
        15.7355,   4.6531,   0.1664,   1.0046,  -0.0016
        15.7390,   4.6405,   0.1687,   0.9977,   0.0034
        15.7425,   4.6298,   0.1566,   0.9973,   0.0018
        15.7460,   4.6288,   0.1627,   0.9958,   0.0014
        15.7495,   4.6249,   0.1463,   1.0011,  -0.0010
        15.7530,   4.6377,   0.1673,   0.9997,  -0.0037
        15.7565,   4.6452,   0.1671,   1.0016,   0.0052
        15.7600,   4.6315,   0.1654,   0.9979,  -0.0010
        15.7635,   4.6242,   0.1611,   0.9952,   0.0049
        15.7670,   4.6214,   0.1911,   0.9946,  -0.0027
        15.7705,   4.6182,   0.1547,   0.9957,   0.0001
        15.7740,   4.6582,   0.1712,   1.0030,  -0.0012
        15.7775,   4.6235,   0.1602,   0.9900,  -0.0056
        15.7810,   4.6412,   0.1665,   0.9983,   0.0006
        15.7845,   4.6556,   0.1573,   0.9990,  -0.0042
        15.7880,   4.6193,   0.1734,   1.0049,   0.0004
        15.7915,   4.6361,   0.1556,   0.9957,  -0.0082
        15.7950,   4.6347,   0.1688,   0.9998,  -0.0013
        15.7985,   4.6425,   0.1632,   1.0028,  -0.0037
        15.8020,   4.6362,   0.1596,   0.9986,   0.0072
        15.8055,   4.6361,   0.1606,   0.9999,   0.0075
        15.8090,   4.6399,   0.1648,   1.0013,  -0.0005
        15.8125,   4.6467,   0.1609,   0.9989,  -0.0059
        15.8160,   4.6323,   0.1688,   1.0002,   0.0009
        15.8195,   4.6366,   0.1589,   0.9989,   0.0029
        15.8230,   4.6481,   0.1395,   0.9935,  -0.0042
        15.8265,   4.6533,   0.1622,   0.9980,  -0.0017
        15.8300,   4.6408,   0.1733,   0.9918,   0.0002
        15.8335,   4.6371,   0.1560,   0.9950,  -0.0008
        15.8370,   4.6259,   0.1531,   0.9986,  -0.0032
        15.8405,   4.6333,   0.1529,   0.9990,   0.0023
        15.8440,   4.6543,   0.1705,   1.0020,  -0.0006
        15.8475,   4.6435,   0.1503,   0.9957,  -0.0022
        15.8510,   4.6368,   0.1436,   1.0030,   0.0007
        15.8545,   4.6398,   0.1677,   0.9944,  -0.0029
        15.8580,   4.6331,   0.1581,   1.0010,  -0.0038
        15.8615,   4.6440,   0.1562,   1.0020,  -0.0045
        15.8650,   4.6617,   0.1578,   0.9971,  -0.0020
        15.8685,   4.6466,   0.1555,   0.9972,   0.0004
        15.8720,   4.6408,   0.1602,   1.0019,  -0.0008
        15.8755,   4.6322,   0.1782,   0.9960,  -0.0088
        15.8790,   4.6353,   0.1673,   1.0007,  -0.0075
        15.8825,   4.6373,   0.1486,   0.9999,   0.0010
        15.8860,   4.6469,   0.1542,   0.9960,  -0.0035
        15.8895,   4.6367,   0.1506,   0.9947,   0.0018
        15.8930,   4.6401,   0.1685,   0.9989,  -0.0040
        15.8965,   4.6433,   0.1490,   0.9956,  -0.0009
        15.9000,   4.6448,   0.1653,   0.9961,  -0.0005
        15.9035,   4.6254,   0.1698,   0.9996,   0.0055
        15.9070,   4.6478,   0.1561,   0.9924,   0.0013
        15.9105,   4.6496,   0.1607,   0.9994,  -0.0033
        15.9140,   4.6489,   0.1542,   1.0009,  -0.0036
        15.9175,   4.6335,   0.1486,   0.9990,   0.0027
        15.9210,   4.6526,   0.1590,   1.0023,   0.0079
        15.9245,   4.6426,   0.1602,   0.9984,   0.0014
        15.9280,   4.6337,   0.1718,   0.9969,   0.0029
        15.9315,   4.6415,   0.1692,   0.9978,  -0.0014
        15.9350,   4.6338,   0.1793,   0.9952,   0.0031
        15.9385,   4.6169,   0.1651,   0.9925,   0.0000
        15.9420,   4.6311,   0.1374,   0.9967,   0.0055
        15.9455,   4.6364,   0.1792,   0.9945,  -0.0018
        15.9490,   4.6375,   0.1717,   0.9942,  -0.0029
        15.9525,   4.6505,   0.1599,   0.9979,  -0.0005
        15.9560,   4.6433,   0.1634,   0.9948,  -0.0062
        15.9595,   4.6463,   0.1595,   0.9980,   0.0032
        15.9630,   4.6401,   0.1531,   1.0009,   0.0048
        15.9665,   4.6347,   0.1628,   1.0037,  -0.0013
        15.9700,   4.6389,   0.1571,   0.9975,   0.0067
        15.9735,   4.6460,   0.1653,   1.0030,  -0.0063
        15.9770,   4.6450,   0.1524,   0.9937,  -0.0036
        15.9805,   4.6361,   0.1553,   0.9993,  -0.0029
        15.9840,   4.6331,   0.1489,   0.9950,   0.0010
        15.9875,   4.6350,   0.1656,   0.9983,  -0.0004
        15.9910,   4.6394,   0.1440,   0.9955,   0.0023
        15.9945,   4.6503,   0.1742,   1.0012,   0.0034
        15.9980,   4.6486,   0.1752,   1.0034,   0.0033
        16.0015,   4.6593,   0.1733,   1.0036,   0.0004
        16.0050,   4.6408,   0.1568,   1.0003,   0.0014
        16.0085,   4.6461,   0.1731,   0.9989,   0.0016
        16.0120,   4.6373,   0.1893,   0.9955,   0.0014
        16.0155,   4.6603,   0.1705,   1.0008,   0.0004
        16.0190,   4.6395,   0.1661,   0.9955,  -0.0018
        16.0225,   4.6191,   0.1562,   0.9955,  -0.0013
        16.0260,   4.6406,   0.1559,   1.0023,  -0.0008
        16.0295,   4.6454,   0.1489,   1.0053,   0.0006
        16.0330,   4.6320,   0.1471,   0.9998,  -0.0077
        16.0365,   4.6355,   0.1608,   1.0010,   0.0010
        16.0400,   4.6283,   0.1547,   1.0031,  -0.0036
        16.0435,   4.6486,   0.1576,   0.9963,   0.0067
        16.0470,   4.6420,   0.1582,   0.9942,   0.0012
        16.0505,   4.6411,   0.1635,   0.9964,  -0.0011
        16.0540,   4.6416,   0.1578,   1.0002,   0.0055
        16.0575,   4.6372,   0.1625,   1.0029,   0.0020
        16.0610,   4.6392,   0.1609,   0.9981,  -0.0028
        16.0645,   4.6485,   0.1748,   0.9993,  -0.0019
        16.0680,   4.6423,   0.1527,   0.9929,  -0.0031
        16.0715,   4.6342,   0.1792,   1.0033,  -0.0015
        16.0750,   4.6462,   0.1839,   1.0052,  -0.0036
        16.0785,   4.6306,   0.1483,   0.9953,   0.0038
        16.0820,   4.6503,   0.1532,   0.9961,  -0.0018
        16.0855,   4.6610,   0.1868,   1.0044,  -0.0102
        16.0890,   4.6258,   0.1822,   1.0000,  -0.0002
        16.0925,   4.6274,   0.1739,   0.9947,   0.0038
        16.0960,   4.6418,   0.1891,   0.9995,   0.0011
        16.0995,   4.6774,   0.1811,   1.0011,  -0.0002
        16.1030,   4.6595,   0.1577,   1.0008,  -0.0058
        16.1065,   4.6499,   0.1654,   1.0015,  -0.0026
        16.1100,   4.6205,   0.1682,   0.9946,  -0.0031
        16.1135,   4.6401,   0.1672,   1.0004,   0.0053
        16.1170,   4.6342,   0.1390,   1.0016,  -0.0071
        16.1205,   4.6422,   0.1709,   0.9981,  -0.0003
        16.1240,   4.6394,   0.1729,   0.9945,  -0.0036
        16.1275,   4.6182,   0.1580,   0.9987,  -0.0068
        16.1310,   4.6317,   0.1690,   0.9995,   0.0014
        16.1345,   4.6329,   0.1619,   1.0008,  -0.0026
        16.1380,   4.6379,   0.1583,   0.9992,   0.0065
        16.1415,   4.6337,   0.1549,   0.9978,   0.0017
        16.1450,   4.6383,   0.1591,   1.0001,  -0.0006
        16.1485,   4.6295,   0.1544,   0.9997,  -0.0012
        16.1520,   4.6360,   0.1548,   0.9961,  -0.0030
        16.1555,   4.6371,   0.1675,   1.0019,   0.0009
        16.1590,   4.6443,   0.1666,   1.0026,  -0.0011
        16.1625,   4.6368,   0.1702,   1.0031,   0.0028
        16.1660,   4.6180,   0.1420,   0.9959,   0.0031
        16.1695,   4.6371,   0.1442,   0.9984,  -0.0015
        16.1730,   4.6210,   0.1365,   0.9915,  -0.0031
        16.1765,   4.6255,   0.1504,   0.9974,   0.0046
        16.1800,   4.6380,   0.1577,   0.9978,   0.0014
        16.1835,   4.6260,   0.1723,   0.9960,   0.0029
        16.1870,   4.6208,   0.1438,   0.9910,  -0.0059
        16.1905,   4.6313,   0.1767,   0.9961,   0.0064
        16.1940,   4.6423,   0.1552,   0.9964,  -0.0041
        16.1975,   4.6574,   0.1743,   0.9973,   0.0058
        16.2010,   4.6329,   0.1422,   0.9976,  -0.0071
        16.2045,   4.6534,   0.1637,   1.0003,   0.0031
        16.2080,   4.6459,   0.1661,   0.9962,   0.0068
        16.2115,   4.6320,   0.1632,   0.9974,  -0.0004
        16.2150,   4.6227,   0.1621,   0.9996,  -0.0034
        16.2185,   4.6453,   0.1637,   0.9976,   0.0019
        16.2220,   4.6459,   0.1592,   0.9961,   0.0018
        16.2255,   4.6451,   0.1548,   1.0020,  -0.0044
        16.2290,   4.6366,   0.1584,   0.9987,  -0.0065
        16.2325,   4.6323,   0.1606,   0.9966,   0.0017
        16.2360,   4.6283,   0.1678,   0.9992,   0.0013
        16.2395,   4.6405,   0.1606,   0.9998,  -0.0051
        16.2430,   4.6419,   0.1691,   1.0011,  -0.0020
        16.2465,   4.6436,   0.1522,   0.9970,  -0.0031
        16.2500,   4.6527,   0.1624,   0.9968,  -0.0057
        16.2535,   4.6137,   0.1467,   0.9955,  -0.0016
        16.2570,   4.6323,   0.1496,   0.9971,   0.0026
        16.2605,   4.6275,   0.1721,   0.9981,   0.0028
        16.2640,   4.6151,   0.1338,   0.9948,  -0.0031
        16.2675,   4.6242,   0.1581,   0.9978,   0.0037
        16.2710,   4.6398,   0.1440,   0.9951,  -0.0010
        16.2745,   4.6480,   0.1703,   1.0039,   0.0040
        16.2780,   4.6551,   0.1640,   1.0034,   0.0013
        16.2815,   4.6453,   0.1516,   1.0013,   0.0035
        16.2850,   4.6531,   0.1573,   0.9969,   0.0017
        16.2885,   4.6266,   0.1617,   0.9928,   0.0035
        16.2920,   4.6339,   0.1581,   0.9996,   0.0017
        16.2955,   4.6448,   0.1485,   0.9980,   0.0033
        16.2990,   4.6525,   0.1691,   0.9955,   0.0076
        16.3025,   4.6477,   0.1730,   0.9991,   0.0089
        16.3060,   4.6330,   0.1443,   0.9982,  -0.0058
        16.3095,   4.6418,   0.1484,   0.9974,   0.0006
        16.3130,   4.6439,   0.1549,   0.9962,   0.0045
        16.3165,   4.6381,   0.1554,   0.9954,   0.0006
        16.3200,   4.6441,   0.1470,   0.9985,  -0.0033
        16.3235,   4.6426,   0.1591,   0.9991,   0.0006
        16.3270,   4.6442,   0.1578,   1.0006,  -0.0023
        16.3305,   4.6410,   0.1596,   0.9971,  -0.0008
        16.3340,   4.6315,   0.1470,   0.9937,  -0.0014
        16.3375,   4.6394,   0.1527,   0.9979,  -0.0036
        16.3410,   4.6488,   0.1704,   0.9993,   0.0012
        16.3445,   4.6424,   0.1616,   0.9997,  -0.0021
        16.3480,   4.6467,   0.1513,   0.9987,  -0.0056
        16.3515,   4.6361,   0.1532,   0.9970,  -0.0045
        16.3550,   4.6370,   0.1556,   1.0002,   0.0000
        16.3585,   4.6428,   0.1526,   1.0001,  -0.0032
        16.3620,   4.6416,   0.1407,   1.0006,  -0.0074
        16.3655,   4.6308,   0.1730,   0.9976,   0.0026
        16.3690,   4.6338,   0.1471,   0.9997,  -0.0041
        16.3725,   4.6344,   0.1559,   1.0003,  -0.0032
        16.3760,   4.6370,   0.1520,   0.9985,  -0.0017
        16.3795,   4.6344,   0.1670,   0.9972,   0.0011
        16.3830,   4.6435,   0.1821,   0.9987,   0.0052
        16.3865,   4.6355,   0.1573,   0.9984,  -0.0002
        16.3900,   4.6322,   0.1449,   0.9997,  -0.0024
        16.3935,   4.6436,   0.1690,   1.0003,   0.0025
        16.3970,   4.6341,   0.1642,   1.0016,   0.0027
        16.4005,   4.6294,   0.1388,   0.9968,  -0.0029
        16.4040,   4.6400,   0.1466,   0.9998,  -0.0033
        16.4075,   4.6400,   0.1453,   1.0013,  -0.0012
        16.4110,   4.6344,   0.1487,   0.9996,   0.0034
        16.4145,   4.6377,   0.1411,   0.9991,  -0.0010
        16.4180,   4.6436,   0.1545,   1.0003,   0.0009
        16.4215,   4.6396,   0.1507,   1.0000,   0.0020
        16.4250,   4.6383,   0.1531,   0.9972,   0.0016
        16.4285,   4.6340,   0.1478,   0.9978,   0.0026
        16.4320,   4.6391,   0.1423,   0.9977,  -0.0008
        16.4355,   4.6260,   0.1503,   0.9942,   0.0024
        16.4390,   4.6514,   0.1550,   1.0022,   0.0001
        16.4425,   4.6521,   0.1492,   1.0026,   0.0010
        16.4460,   4.6310,   0.1616,   0.9969,   0.0029
        16.4495,   4.6383,   0.1626,   0.9964,   0.0041
        16.4530,   4.6377,   0.1667,   0.9972,   0.0043
        16.4565,   4.6398,   0.1821,   0.9997,   0.0101
        16.4600,   4.6534,   0.1611,   1.0029,   0.0006
        16.4635,   4.6334,   0.1582,   0.9975,   0.0001
        16.4670,   4.6431,   0.1504,   0.9998,  -0.0019
        16.4705,   4.6305,   0.1534,   0.9935,  -0.0020
        16.4740,   4.6313,   0.1555,   0.9945,  -0.0000
        16.4775,   4.6268,   0.1551,   0.9958,  -0.0028
        16.4810,   4.6321,   0.1400,   0.9974,  -0.0072
        16.4845,   4.6324,   0.1738,   0.9959,   0.0047
        16.4880,   4.6355,   0.1566,   0.9977,  -0.0038
        16.4915,   4.6322,   0.1701,   0.9961,   0.0015
        16.4950,   4.6393,   0.1628,   0.9998,  -0.0012
        16.4985,   4.6370,   0.1632,   0.9965,  -0.0002
        16.5020,   4.6415,   0.1539,   0.9994,  -0.0024
        16.5055,   4.6443,   0.1537,   0.9999,  -0.0033
        16.5090,   4.6364,   0.1551,   1.0002,  -0.0015
        16.5125,   4.6391,   0.1601,   1.0014,  -0.0004
        16.5160,   4.6213,   0.1516,   0.9929,  -0.0031
        16.5195,   4.6339,   0.1470,   0.9966,  -0.0023
        16.5230,   4.6166,   0.1492,   0.9924,  -0.0019
        16.5265,   4.6613,   0.1553,   1.0058,  -0.0025
        16.5300,   4.6406,   0.1543,   0.9993,  -0.0001
        16.5335,   4.6315,   0.1412,   0.9944,  -0.0025
        16.5370,   4.6169,   0.1491,   0.9923,   0.0000
        16.5405,   4.6381,   0.1442,   0.9980,  -0.0019
        16.5440,   4.6221,   0.1584,   0.9940,   0.0020
        16.5475,   4.6455,   0.1631,   1.0005,   0.0023
        16.5510,   4.6429,   0.1538,   0.9985,   0.0009
        16.5545,   4.6402,   0.1558,   0.9992,   0.0020
        16.5580,   4.6205,   0.1525,   0.9925,   0.0012
        16.5615,   4.6304,   0.1398,   0.9945,  -0.0014
        16.5650,   4.6423,   0.1611,   0.9992,   0.0027
        16.5685,   4.6344,   0.1626,   0.9974,   0.0032
        16.5720,   4.6378,   0.1461,   0.9977,  -0.0011
        16.5755,   4.6469,   0.1616,   0.9983,   0.0008
        16.5790,   4.6353,   0.1516,   0.9981,   0.0011
        16.5825,   4.6430,   0.1531,   0.9974,   0.0005
        16.5860,   4.6360,   0.1539,   0.9985,   0.0011
        16.5895,   4.6365,   0.1550,   0.9981,   0.0002
        16.5930,   4.6384,   0.1517,   0.9960,  -0.0006
        16.5965,   4.6366,   0.1621,   0.9975,   0.0007
        16.6000,   4.6364,   0.1568,   0.9964,  -0.0018
        16.6035,   4.6418,   0.1584,   1.0005,   0.0017
        16.6070,   4.6356,   0.1665,   1.0008,   0.0024
        16.6105,   4.6244,   0.1549,   0.9988,   0.0019
        16.6140,   4.6447,   0.1550,   1.0020,  -0.0031
        16.6175,   4.6496,   0.1817,   1.0010,   0.0043
        16.6210,   4.6321,   0.1523,   0.9980,  -0.0021
        16.6245,   4.6270,   0.1579,   0.9999,  -0.0021
        16.6280,   4.6297,   0.1606,   0.9974,   0.0042
        16.6315,   4.6338,   0.1696,   0.9955,   0.0045
        16.6350,   4.6251,   0.1567,   0.9962,  -0.0016
        16.6385,   4.6536,   0.1669,   1.0046,   0.0029
        16.6420,   4.6422,   0.1573,   1.0016,  -0.0022
        16.6455,   4.6372,   0.1599,   1.0001,  -0.0010
        16.6490,   4.6535,   0.1424,   1.0011,  -0.0031
        16.6525,   4.6516,   0.1656,   1.0040,  -0.0001
        16.6560,   4.6291,   0.1685,   0.9972,   0.0057
        16.6595,   4.6257,   0.1635,   0.9987,   0.0005
        16.6630,   4.6278,   0.1574,   0.9957,  -0.0048
        16.6665,   4.6282,   0.1609,   1.0002,  -0.0012
        16.6700,   4.6362,   0.1573,   1.0002,  -0.0021
        16.6735,   4.6359,   0.1574,   0.9988,  -0.0011
        16.6770,   4.6302,   0.1544,   0.9986,  -0.0038
        16.6805,   4.6416,   0.1540,   0.9961,   0.0016
        16.6840,   4.6362,   0.1573,   0.9949,   0.0007
        16.6875,   4.6394,   0.1469,   0.9978,  -0.0005
        16.6910,   4.6323,   0.1582,   1.0007,   0.0054
        16.6945,   4.6346,   0.1583,   0.9983,   0.0024
        16.6980,   4.6435,   0.1613,   1.0010,   0.0045
        16.7015,   4.6356,   0.1554,   0.9992,   0.0002
        16.7050,   4.6462,   0.1377,   0.9970,  -0.0041
        16.7085,   4.6626,   0.1583,   0.9996,  -0.0003
        16.7120,   4.6135,   0.1500,   0.9939,  -0.0057
        16.7155,   4.6428,   0.1369,   0.9969,  -0.0037
        16.7190,   4.6160,   0.1660,   0.9910,  -0.0048
        16.7225,   4.6532,   0.1334,   0.9946,  -0.0041
        16.7260,   4.6270,   0.1747,   0.9978,   0.0066
        16.7295,   4.6413,   0.1494,   0.9983,  -0.0033
        16.7330,   4.6280,   0.1312,   0.9945,  -0.0058
        16.7365,   4.6540,   0.1490,   1.0028,   0.0005
        16.7400,   4.6443,   0.1416,   0.9965,  -0.0012
        16.7435,   4.6467,   0.1570,   0.9968,   0.0029
        16.7470,   4.6382,   0.1632,   0.9905,  -0.0020
        16.7505,   4.6330,   0.1487,   1.0000,  -0.0015
        16.7540,   4.6354,   0.1589,   0.9980,   0.0015
        16.7575,   4.6398,   0.1435,   0.9936,  -0.0018
        16.7610,   4.6419,   0.1557,   0.9974,  -0.0006
        16.7645,   4.6280,   0.1557,   0.9996,  -0.0008
        16.7680,   4.6294,   0.1509,   0.9984,   0.0009
        16.7715,   4.6254,   0.1639,   0.9944,   0.0008
        16.7750,   4.6417,   0.1867,   1.0001,  -0.0038
        16.7785,   4.6355,   0.1583,   0.9924,   0.0006
        16.7820,   4.6122,   0.1436,   0.9936,   0.0007
        16.7855,   4.6372,   0.1805,   0.9986,   0.0015
        16.7890,   4.6383,   0.1416,   0.9983,  -0.0026
        16.7925,   4.6488,   0.1888,   1.0023,   0.0017
        16.7960,   4.6484,   0.1463,   0.9957,  -0.0056
        16.7995,   4.6534,   0.1801,   1.0000,   0.0002
        16.8030,   4.6451,   0.1682,   0.9981,  -0.0003
        16.8065,   4.6016,   0.1434,   0.9951,  -0.0086
        16.8100,   4.6275,   0.1483,   0.9981,  -0.0027
        16.8135,   4.6281,   0.1868,   0.9961,   0.0032
        16.8170,   4.6349,   0.1544,   0.9990,   0.0000
        16.8205,   4.6354,   0.1649,   0.9985,   0.0001
        16.8240,   4.6455,   0.1406,   1.0061,  -0.0011
        16.8275,   4.6440,   0.1599,   0.9986,  -0.0016
        16.8310,   4.6322,   0.1640,   0.9958,   0.0006
        16.8345,   4.6409,   0.1502,   1.0001,  -0.0031
        16.8380,   4.6355,   0.1609,   1.0026,   0.0001
        16.8415,   4.6497,   0.1418,   0.9993,   0.0031
        16.8450,   4.6433,   0.1556,   1.0014,  -0.0007
        16.8485,   4.6349,   0.1576,   1.0001,  -0.0029
        16.8520,   4.6348,   0.1482,   0.9967,   0.0027
        16.8555,   4.6335,   0.1548,   0.9995,   0.0036
        16.8590,   4.6268,   0.1419,   0.9986,   0.0023
        16.8625,   4.6425,   0.1526,   0.9977,   0.0009
        16.8660,   4.6343,   0.1627,   0.9986,  -0.0025
        16.8695,   4.6299,   0.1502,   1.0004,   0.0001
        16.8730,   4.6338,   0.1598,   0.9955,   0.0003
        16.8765,   4.6355,   0.1630,   1.0005,   0.0066
        16.8800,   4.6386,   0.1415,   0.9976,  -0.0057
        16.8835,   4.6242,   0.1362,   0.9986,  -0.0001
        16.8870,   4.6170,   0.1422,   0.9967,   0.0020
        16.8905,   4.6570,   0.1292,   1.0037,   0.0032
        16.8940,   4.6208,   0.1448,   0.9986,  -0.0011
        16.8975,   4.6351,   0.1596,   0.9940,   0.0043
        16.9010,   4.6319,   0.1684,   0.9936,  -0.0025
        16.9045,   4.6496,   0.1535,   0.9969,   0.0028
        16.9080,   4.6273,   0.1455,   1.0000,  -0.0070
        16.9115,   4.6350,   0.1606,   0.9964,   0.0028
        16.9150,   4.6201,   0.1618,   0.9935,  -0.0060
        16.9185,   4.6265,   0.1603,   1.0015,  -0.0014
        16.9220,   4.6297,   0.1476,   0.9994,   0.0087
        16.9255,   4.6196,   0.1575,   0.9989,   0.0030
        16.9290,   4.6271,   0.1619,   0.9989,   0.0014
        16.9325,   4.6245,   0.1747,   1.0040,  -0.0028
        16.9360,   4.6195,   0.1547,   1.0005,   0.0017
        16.9395,   4.6130,   0.1726,   1.0044,   0.0007
        16.9430,   4.6243,   0.1607,   0.9997,  -0.0018
        16.9465,   4.6477,   0.1579,   0.9991,  -0.0006
        16.9500,   4.6330,   0.1820,   1.0058,  -0.0004
        16.9535,   4.6348,   0.1655,   1.0005,  -0.0019
        16.9570,   4.6202,   0.1431,   1.0009,  -0.0001
        16.9605,   4.6430,   0.1494,   1.0011,  -0.0007
        16.9640,   4.6428,   0.1707,   1.0021,   0.0041
        16.9675,   4.6312,   0.1848,   0.9996,   0.0028
        16.9710,   4.6517,   0.1503,   1.0015,  -0.0034
        16.9745,   4.6375,   0.1670,   0.9984,   0.0017
        16.9780,   4.6145,   0.1461,   0.9995,   0.0017
        16.9815,   4.6303,   0.1574,   0.9968,  -0.0015
        16.9850,   4.6749,   0.1483,   1.0004,  -0.0013
        16.9885,   4.6309,   0.1693,   0.9932,  -0.0017
        16.9920,   4.6424,   0.1550,   0.9984,   0.0044
        16.9955,   4.6350,   0.1622,   0.9991,   0.0028
        16.9990,   4.6447,   0.1532,   0.9956,   0.0004
        17.0025,   4.6322,   0.1651,   0.9975,   0.0042
        17.0060,   4.6364,   0.1635,   0.9993,   0.0025
        17.0095,   4.6345,   0.1575,   0.9997,   0.0034
        17.0130,   4.6280,   0.1598,   1.0006,   0.0008
        17.0165,   4.6457,   0.1594,   0.9985,  -0.0031
        17.0200,   4.6468,   0.1629,   0.9980,  -0.0034
        17.0235,   4.6312,   0.1466,   0.9951,   0.0036
        17.0270,   4.6357,   0.1441,   0.9933,   0.0017
        17.0305,   4.6381,   0.1360,   0.9969,   0.0000
        17.0340,   4.6368,   0.1733,   0.9993,   0.0016
        17.0375,   4.6325,   0.1746,   0.9995,   0.0008
        17.0410,   4.6446,   0.1461,   0.9967,  -0.0014
        17.0445,   4.6440,   0.1640,   0.9985,   0.0032
        17.0480,   4.6230,   0.1269,   1.0019,  -0.0034
        17.0515,   4.6357,   0.1647,   0.9935,  -0.0021
        17.0550,   4.6168,   0.1544,   0.9920,   0.0025
        17.0585,   4.6137,   0.1517,   0.9993,  -0.0018
        17.0620,   4.6329,   0.1670,   0.9977,   0.0028
        17.0655,   4.6268,   0.1572,   0.9983,  -0.0038
        17.0690,   4.6279,   0.1662,   0.9961,   0.0055
        17.0725,   4.6186,   0.1629,   0.9978,  -0.0055
        17.0760,   4.6275,   0.1567,   1.0028,   0.0023
        17.0795,   4.6253,   0.1563,   1.0040,  -0.0052
        17.0830,   4.6253,   0.1725,   0.9942,  -0.0008
        17.0865,   4.6394,   0.1619,   1.0005,   0.0000
        17.0900,   4.6360,   0.1621,   0.9964,  -0.0026
